Category;Pink Gellac Antwerpen;Pink Gellac Antwerpen;Pink Gellac Antwerpen
1/09/2024 17:00;32;0:13:32;31,1
1/09/2024 18:00;6;0:13:32;30,8
1/09/2024 19:00;0;0:13:32;29,3
1/09/2024 20:00;0;0:13:32;27,2
1/09/2024 21:00;0;0:13:32;25,6
1/09/2024 22:00;0;0:13:32;23,8
1/09/2024 23:00;0;0:13:32;23,7
2/09/2024 0:00;0;0:21:12;22,8
2/09/2024 1:00;0;0:21:12;22
2/09/2024 2:00;0;0:21:12;21,5
2/09/2024 3:00;0;0:21:12;20,6
2/09/2024 4:00;0;0:21:12;19,8
2/09/2024 5:00;0;0:21:12;18,9
2/09/2024 6:00;0;0:21:12;18,4
2/09/2024 7:00;0;0:21:12;18,2
2/09/2024 8:00;0;0:21:12;19,9
2/09/2024 9:00;3;0:21:12;22,6
2/09/2024 10:00;30;0:21:12;24,6
2/09/2024 11:00;37;0:21:12;25,8
2/09/2024 12:00;37;0:21:12;26,3
2/09/2024 13:00;35;0:21:12;27
2/09/2024 14:00;34;0:21:12;26,9
2/09/2024 15:00;37;0:21:12;27,2
2/09/2024 16:00;27;0:21:12;26,8
2/09/2024 17:00;13;0:21:12;26,5
2/09/2024 18:00;5;0:21:12;26,2
2/09/2024 19:00;0;0:21:12;25,2
2/09/2024 20:00;0;0:21:12;23,4
2/09/2024 21:00;0;0:21:12;21,9
2/09/2024 22:00;0;0:21:12;21,4
2/09/2024 23:00;0;0:21:12;20,6
3/09/2024 0:00;0;0:14:36;20
3/09/2024 1:00;0;0:14:36;19,4
3/09/2024 2:00;0;0:14:36;18,2
3/09/2024 3:00;0;0:14:36;18,2
3/09/2024 4:00;0;0:14:36;17,8
3/09/2024 5:00;0;0:14:36;17,9
3/09/2024 6:00;0;0:14:36;18,1
3/09/2024 7:00;0;0:14:36;18,4
3/09/2024 8:00;0;0:14:36;19,2
3/09/2024 9:00;4;0:14:36;19,9
3/09/2024 10:00;24;0:14:36;20,6
3/09/2024 11:00;36;0:14:36;21,4
3/09/2024 12:00;31;0:14:36;22,2
3/09/2024 13:00;21;0:14:36;22,3
3/09/2024 14:00;37;0:14:36;21,6
3/09/2024 15:00;53;0:14:36;22,3
3/09/2024 16:00;31;0:14:36;22,8
3/09/2024 17:00;23;0:14:36;20,7
3/09/2024 18:00;3;0:14:36;20,2
3/09/2024 19:00;0;0:14:36;20
3/09/2024 20:00;0;0:14:36;19,5
3/09/2024 21:00;0;0:14:36;18,9
3/09/2024 22:00;0;0:14:36;18,8
3/09/2024 23:00;0;0:14:36;18,6
4/09/2024 0:00;0;0:14:11;18,6
4/09/2024 1:00;0;0:14:11;18,3
4/09/2024 2:00;0;0:14:11;17,5
4/09/2024 3:00;0;0:14:11;16,7
4/09/2024 4:00;0;0:14:11;16,3
4/09/2024 5:00;0;0:14:11;16
4/09/2024 6:00;0;0:14:11;15,8
4/09/2024 7:00;0;0:14:11;15,9
4/09/2024 8:00;0;0:14:11;16,4
4/09/2024 9:00;8;0:14:11;16,8
4/09/2024 10:00;67;0:14:11;17,3
4/09/2024 11:00;30;0:14:11;18,2
4/09/2024 12:00;40;0:14:11;19,3
4/09/2024 13:00;45;0:14:11;19,7
4/09/2024 14:00;26;0:14:11;20,4
4/09/2024 15:00;44;0:14:11;20,6
4/09/2024 16:00;44;0:14:11;20,7
4/09/2024 17:00;25;0:14:11;20,8
4/09/2024 18:00;6;0:14:11;20,2
4/09/2024 19:00;0;0:14:11;19,9
4/09/2024 20:00;0;0:14:11;19,1
4/09/2024 21:00;0;0:14:11;18,5
4/09/2024 22:00;0;0:14:11;18,5
4/09/2024 23:00;0;0:14:11;18,2
5/09/2024 0:00;0;0:14:49;18,1
5/09/2024 1:00;0;0:14:49;17,6
5/09/2024 2:00;0;0:14:49;16,9
5/09/2024 3:00;0;0:14:49;16,6
5/09/2024 4:00;0;0:14:49;16,2
5/09/2024 5:00;0;0:14:49;16,1
5/09/2024 6:00;0;0:14:49;16,1
5/09/2024 7:00;0;0:14:49;16,4
5/09/2024 8:00;0;0:14:49;16,9
5/09/2024 9:00;2;0:14:49;17,1
5/09/2024 10:00;9;0:14:49;17,6
5/09/2024 11:00;34;0:14:49;18,4
5/09/2024 12:00;47;0:14:49;19,3
5/09/2024 13:00;38;0:14:49;20,2
5/09/2024 14:00;28;0:14:49;21
5/09/2024 15:00;35;0:14:49;22,8
5/09/2024 16:00;35;0:14:49;22,2
5/09/2024 17:00;57;0:14:49;23,4
5/09/2024 18:00;6;0:14:49;25
5/09/2024 19:00;0;0:14:49;22,9
5/09/2024 20:00;0;0:14:49;21,9
5/09/2024 21:00;0;0:14:49;21
5/09/2024 22:00;0;0:14:49;19,9
5/09/2024 23:00;0;0:14:49;19,7
6/09/2024 0:00;0;0:14:46;18,8
6/09/2024 1:00;0;0:14:46;19
6/09/2024 2:00;0;0:14:46;18,4
6/09/2024 3:00;0;0:14:46;18,5
6/09/2024 4:00;0;0:14:46;18,2
6/09/2024 5:00;0;0:14:46;18,2
6/09/2024 6:00;0;0:14:46;18,3
6/09/2024 7:00;0;0:14:46;18,4
6/09/2024 8:00;0;0:14:46;18,7
6/09/2024 9:00;16;0:14:46;19
6/09/2024 10:00;18;0:14:46;19,1
6/09/2024 11:00;33;0:14:46;18,8
6/09/2024 12:00;29;0:14:46;18,9
6/09/2024 13:00;30;0:14:46;19,1
6/09/2024 14:00;40;0:14:46;19,2
6/09/2024 15:00;42;0:14:46;19
6/09/2024 16:00;40;0:14:46;19
6/09/2024 17:00;17;0:14:46;18,9
6/09/2024 18:00;5;0:14:46;18,9
6/09/2024 19:00;0;0:14:46;18,6
6/09/2024 20:00;0;0:14:46;18
6/09/2024 21:00;0;0:14:46;17,8
6/09/2024 22:00;0;0:14:46;17,6
6/09/2024 23:00;0;0:14:46;17,2
7/09/2024 0:00;0;0:21:53;16,8
7/09/2024 1:00;0;0:21:53;16,8
7/09/2024 2:00;0;0:21:53;16,6
7/09/2024 3:00;0;0:21:53;16,6
7/09/2024 4:00;0;0:21:53;15,7
7/09/2024 5:00;0;0:21:53;15,1
7/09/2024 6:00;0;0:21:53;14,5
7/09/2024 7:00;0;0:21:53;14,6
7/09/2024 8:00;0;0:21:53;15,4
7/09/2024 9:00;4;0:21:53;16,7
7/09/2024 10:00;47;0:21:53;19
7/09/2024 11:00;72;0:21:53;21,4
7/09/2024 12:00;75;0:21:53;23
7/09/2024 13:00;85;0:21:53;24
7/09/2024 14:00;116;0:21:53;25,6
7/09/2024 15:00;83;0:21:53;26,6
7/09/2024 16:00;113;0:21:53;26,7
7/09/2024 17:00;100;0:21:53;26,1
7/09/2024 18:00;4;0:21:53;25,8
7/09/2024 19:00;0;0:21:53;24,6
7/09/2024 20:00;0;0:21:53;23,4
7/09/2024 21:00;0;0:21:53;22,7
7/09/2024 22:00;0;0:21:53;21,7
7/09/2024 23:00;0;0:21:53;20,3
8/09/2024 0:00;0;0:16:32;19,7
8/09/2024 1:00;0;0:16:32;19,4
8/09/2024 2:00;0;0:16:32;18,7
8/09/2024 3:00;0;0:16:32;18,3
8/09/2024 4:00;0;0:16:32;17,8
8/09/2024 5:00;0;0:16:32;17,3
8/09/2024 6:00;0;0:16:32;16,6
8/09/2024 7:00;0;0:16:32;15,7
8/09/2024 8:00;0;0:16:32;16
8/09/2024 9:00;0;0:16:32;17,1
8/09/2024 10:00;0;0:16:32;18,2
8/09/2024 11:00;3;0:16:32;19,2
8/09/2024 12:00;26;0:16:32;19,9
8/09/2024 13:00;30;0:16:32;20,3
8/09/2024 14:00;24;0:16:32;21,4
8/09/2024 15:00;32;0:16:32;21,6
8/09/2024 16:00;21;0:16:32;21,1
8/09/2024 17:00;21;0:16:32;20,9
8/09/2024 18:00;7;0:16:32;20,9
8/09/2024 19:00;0;0:16:32;19,9
8/09/2024 20:00;0;0:16:32;18,3
8/09/2024 21:00;0;0:16:32;17,3
8/09/2024 22:00;0;0:16:32;17,2
8/09/2024 23:00;0;0:16:32;17,3
9/09/2024 0:00;0;0:18:41;16,8
9/09/2024 1:00;0;0:18:41;16,1
9/09/2024 2:00;0;0:18:41;16
9/09/2024 3:00;0;0:18:41;15,7
9/09/2024 4:00;0;0:18:41;15,4
9/09/2024 5:00;0;0:18:41;15,1
9/09/2024 6:00;0;0:18:41;14,8
9/09/2024 7:00;0;0:18:41;14,9
9/09/2024 8:00;0;0:18:41;15,4
9/09/2024 9:00;2;0:18:41;15,7
9/09/2024 10:00;39;0:18:41;16,3
9/09/2024 11:00;37;0:18:41;17,5
9/09/2024 12:00;19;0:18:41;18,5
9/09/2024 13:00;38;0:18:41;19,4
9/09/2024 14:00;38;0:18:41;20,1
9/09/2024 15:00;20;0:18:41;20,3
9/09/2024 16:00;44;0:18:41;19,9
9/09/2024 17:00;33;0:18:41;19,6
9/09/2024 18:00;4;0:18:41;18,1
9/09/2024 19:00;0;0:18:41;16,8
9/09/2024 20:00;0;0:18:41;16,3
9/09/2024 21:00;0;0:18:41;15,6
9/09/2024 22:00;0;0:18:41;15,3
9/09/2024 23:00;0;0:18:41;15,1
10/09/2024 0:00;0;0:18:15;14,9
10/09/2024 1:00;0;0:18:15;14,5
10/09/2024 2:00;0;0:18:15;14,2
10/09/2024 3:00;0;0:18:15;13,6
10/09/2024 4:00;0;0:18:15;13,4
10/09/2024 5:00;0;0:18:15;12,9
10/09/2024 6:00;0;0:18:15;12,8
10/09/2024 7:00;0;0:18:15;12,7
10/09/2024 8:00;0;0:18:15;13,3
10/09/2024 9:00;6;0:18:15;14,6
10/09/2024 10:00;12;0:18:15;15,5
10/09/2024 11:00;14;0:18:15;16,3
10/09/2024 12:00;21;0:18:15;16,8
10/09/2024 13:00;32;0:18:15;17,2
10/09/2024 14:00;50;0:18:15;16,8
10/09/2024 15:00;30;0:18:15;15,7
10/09/2024 16:00;35;0:18:15;15,3
10/09/2024 17:00;17;0:18:15;15,5
10/09/2024 18:00;1;0:18:15;15,1
10/09/2024 19:00;0;0:18:15;15
10/09/2024 20:00;0;0:18:15;15
10/09/2024 21:00;0;0:18:15;14,7
10/09/2024 22:00;0;0:18:15;14,5
10/09/2024 23:00;0;0:18:15;14,4
11/09/2024 0:00;0;0:18:36;14,3
11/09/2024 1:00;0;0:18:36;13,9
11/09/2024 2:00;0;0:18:36;11,6
11/09/2024 3:00;0;0:18:36;11,1
11/09/2024 4:00;0;0:18:36;11,1
11/09/2024 5:00;0;0:18:36;10,5
11/09/2024 6:00;0;0:18:36;10,3
11/09/2024 7:00;0;0:18:36;10,3
11/09/2024 8:00;0;0:18:36;10,9
11/09/2024 9:00;5;0:18:36;11,8
11/09/2024 10:00;20;0:18:36;12,8
11/09/2024 11:00;30;0:18:36;13,4
11/09/2024 12:00;30;0:18:36;14,3
11/09/2024 13:00;43;0:18:36;14,2
11/09/2024 14:00;48;0:18:36;14,8
11/09/2024 15:00;49;0:18:36;15,4
11/09/2024 16:00;43;0:18:36;14,4
11/09/2024 17:00;33;0:18:36;13,5
11/09/2024 18:00;8;0:18:36;11,7
11/09/2024 19:00;0;0:18:36;11,2
11/09/2024 20:00;0;0:18:36;10,4
11/09/2024 21:00;0;0:18:36;9,8
11/09/2024 22:00;0;0:18:36;9,7
11/09/2024 23:00;0;0:18:36;9,5
12/09/2024 0:00;0;0:16:50;9,5
12/09/2024 1:00;0;0:16:50;9,2
12/09/2024 2:00;0;0:16:50;9
12/09/2024 3:00;0;0:16:50;8,9
12/09/2024 4:00;0;0:16:50;8,8
12/09/2024 5:00;0;0:16:50;8,4
12/09/2024 6:00;0;0:16:50;8
12/09/2024 7:00;0;0:16:50;7,7
12/09/2024 8:00;0;0:16:50;8,6
12/09/2024 9:00;7;0:16:50;10,2
12/09/2024 10:00;24;0:16:50;11,7
12/09/2024 11:00;30;0:16:50;12
12/09/2024 12:00;30;0:16:50;12,1
12/09/2024 13:00;39;0:16:50;13,4
12/09/2024 14:00;43;0:16:50;13,9
12/09/2024 15:00;29;0:16:50;13,6
12/09/2024 16:00;32;0:16:50;13
12/09/2024 17:00;39;0:16:50;13,5
12/09/2024 18:00;11;0:16:50;12,2
12/09/2024 19:00;0;0:16:50;11,6
12/09/2024 20:00;0;0:16:50;10,5
12/09/2024 21:00;0;0:16:50;9,1
12/09/2024 22:00;0;0:16:50;8,4
12/09/2024 23:00;0;0:16:50;8
13/09/2024 0:00;0;0:16:23;7,6
13/09/2024 1:00;0;0:16:23;7,4
13/09/2024 2:00;0;0:16:23;7,4
13/09/2024 3:00;0;0:16:23;6,9
13/09/2024 4:00;0;0:16:23;7
13/09/2024 5:00;0;0:16:23;6,9
13/09/2024 6:00;0;0:16:23;6,1
13/09/2024 7:00;0;0:16:23;6,2
13/09/2024 8:00;0;0:16:23;8,2
13/09/2024 9:00;10;0:16:23;11,5
13/09/2024 10:00;44;0:16:23;14
13/09/2024 11:00;25;0:16:23;15,6
13/09/2024 12:00;28;0:16:23;15,4
13/09/2024 13:00;36;0:16:23;15,6
13/09/2024 14:00;38;0:16:23;15,1
13/09/2024 15:00;48;0:16:23;14,9
13/09/2024 16:00;31;0:16:23;15,2
13/09/2024 17:00;47;0:16:23;15,1
13/09/2024 18:00;7;0:16:23;14,9
13/09/2024 19:00;0;0:16:23;14,2
13/09/2024 20:00;0;0:16:23;13,3
13/09/2024 21:00;0;0:16:23;11,5
13/09/2024 22:00;0;0:16:23;10,1
13/09/2024 23:00;0;0:16:23;9,6
14/09/2024 0:00;0;0:21:36;8,8
14/09/2024 1:00;0;0:21:36;8,7
14/09/2024 2:00;0;0:21:36;8,8
14/09/2024 3:00;0;0:21:36;9,4
14/09/2024 4:00;0;0:21:36;10,1
14/09/2024 5:00;0;0:21:36;9,2
14/09/2024 6:00;0;0:21:36;8,6
14/09/2024 7:00;0;0:21:36;7,8
14/09/2024 8:00;0;0:21:36;9,8
14/09/2024 9:00;3;0:21:36;12,4
14/09/2024 10:00;42;0:21:36;14,7
14/09/2024 11:00;53;0:21:36;15,7
14/09/2024 12:00;73;0:21:36;16,5
14/09/2024 13:00;89;0:21:36;16,6
14/09/2024 14:00;130;0:21:36;17,1
14/09/2024 15:00;150;0:21:36;16,8
14/09/2024 16:00;130;0:21:36;17
14/09/2024 17:00;95;0:21:36;16,9
14/09/2024 18:00;7;0:21:36;16,3
14/09/2024 19:00;0;0:21:36;15,1
14/09/2024 20:00;0;0:21:36;12,7
14/09/2024 21:00;0;0:21:36;10,9
14/09/2024 22:00;0;0:21:36;9,9
14/09/2024 23:00;0;0:21:36;9,2
15/09/2024 0:00;0;0:16:04;8,9
15/09/2024 1:00;0;0:16:04;8,6
15/09/2024 2:00;0;0:16:04;8
15/09/2024 3:00;0;0:16:04;8
15/09/2024 4:00;0;0:16:04;7,5
15/09/2024 5:00;0;0:16:04;6,6
15/09/2024 6:00;0;0:16:04;7,9
15/09/2024 7:00;0;0:16:04;7,9
15/09/2024 8:00;0;0:16:04;9,5
15/09/2024 9:00;0;0:16:04;11,9
15/09/2024 10:00;0;0:16:04;14,6
15/09/2024 11:00;10;0:16:04;16,5
15/09/2024 12:00;8;0:16:04;17,6
15/09/2024 13:00;36;0:16:04;18,3
15/09/2024 14:00;33;0:16:04;19
15/09/2024 15:00;24;0:16:04;19,8
15/09/2024 16:00;20;0:16:04;19,6
15/09/2024 17:00;21;0:16:04;19,5
15/09/2024 18:00;4;0:16:04;18,6
15/09/2024 19:00;0;0:16:04;16,3
15/09/2024 20:00;0;0:16:04;14,6
15/09/2024 21:00;0;0:16:04;13,9
15/09/2024 22:00;0;0:16:04;13,5
15/09/2024 23:00;0;0:16:04;13,3
16/09/2024 0:00;0;0:14:39;13,2
16/09/2024 1:00;0;0:14:39;12,8
16/09/2024 2:00;0;0:14:39;12,3
16/09/2024 3:00;0;0:14:39;12
16/09/2024 4:00;0;0:14:39;11,9
16/09/2024 5:00;0;0:14:39;11,6
16/09/2024 6:00;0;0:14:39;11,9
16/09/2024 7:00;0;0:14:39;11,7
16/09/2024 8:00;0;0:14:39;12,8
16/09/2024 9:00;6;0:14:39;14,1
16/09/2024 10:00;33;0:14:39;15,3
16/09/2024 11:00;19;0:14:39;16,6
16/09/2024 12:00;30;0:14:39;17,5
16/09/2024 13:00;41;0:14:39;18,4
16/09/2024 14:00;39;0:14:39;19,4
16/09/2024 15:00;36;0:14:39;20,1
16/09/2024 16:00;25;0:14:39;19,6
16/09/2024 17:00;32;0:14:39;18,9
16/09/2024 18:00;7;0:14:39;18,3
16/09/2024 19:00;0;0:14:39;17,6
16/09/2024 20:00;0;0:14:39;16,6
16/09/2024 21:00;0;0:14:39;15,8
16/09/2024 22:00;0;0:14:39;14,8
16/09/2024 23:00;0;0:14:39;14,1
17/09/2024 0:00;0;0:13:19;13,4
17/09/2024 1:00;0;0:13:19;13
17/09/2024 2:00;0;0:13:19;12,4
17/09/2024 3:00;0;0:13:19;12,7
17/09/2024 4:00;0;0:13:19;12,7
17/09/2024 5:00;0;0:13:19;13
17/09/2024 6:00;0;0:13:19;13,2
17/09/2024 7:00;0;0:13:19;13,9
17/09/2024 8:00;0;0:13:19;14,4
17/09/2024 9:00;2;0:13:19;15,2
17/09/2024 10:00;22;0:13:19;16,7
17/09/2024 11:00;30;0:13:19;18,5
17/09/2024 12:00;35;0:13:19;19,2
17/09/2024 13:00;25;0:13:19;19,7
17/09/2024 14:00;23;0:13:19;20,7
17/09/2024 15:00;25;0:13:19;20,7
17/09/2024 16:00;27;0:13:19;20,9
17/09/2024 17:00;32;0:13:19;20,7
17/09/2024 18:00;5;0:13:19;19,8
17/09/2024 19:00;0;0:13:19;18,5
17/09/2024 20:00;0;0:13:19;17,1
17/09/2024 21:00;0;0:13:19;16,5
17/09/2024 22:00;0;0:13:19;15,7
17/09/2024 23:00;0;0:13:19;15,3
18/09/2024 0:00;0;0:18:46;14,8
18/09/2024 1:00;0;0:18:46;14,2
18/09/2024 2:00;0;0:18:46;13,7
18/09/2024 3:00;0;0:18:46;13,6
18/09/2024 4:00;0;0:18:46;13,5
18/09/2024 5:00;0;0:18:46;13,4
18/09/2024 6:00;0;0:18:46;13,6
18/09/2024 7:00;0;0:18:46;13,9
18/09/2024 8:00;0;0:18:46;14,1
18/09/2024 9:00;6;0:18:46;14,6
18/09/2024 10:00;73;0:18:46;15
18/09/2024 11:00;20;0:18:46;15,9
18/09/2024 12:00;23;0:18:46;18
18/09/2024 13:00;35;0:18:46;20,6
18/09/2024 14:00;40;0:18:46;21,4
18/09/2024 15:00;29;0:18:46;22,1
18/09/2024 16:00;36;0:18:46;21,9
18/09/2024 17:00;34;0:18:46;22
18/09/2024 18:00;4;0:18:46;21,3
18/09/2024 19:00;0;0:18:46;20
18/09/2024 20:00;0;0:18:46;18,9
18/09/2024 21:00;0;0:18:46;18,1
18/09/2024 22:00;0;0:18:46;17,6
18/09/2024 23:00;0;0:18:46;16,9
19/09/2024 0:00;0;0:18:24;16,8
19/09/2024 1:00;0;0:18:24;16,1
19/09/2024 2:00;0;0:18:24;15,4
19/09/2024 3:00;0;0:18:24;15,4
19/09/2024 4:00;0;0:18:24;14,8
19/09/2024 5:00;0;0:18:24;14,7
19/09/2024 6:00;0;0:18:24;14,3
19/09/2024 7:00;0;0:18:24;14,1
19/09/2024 8:00;0;0:18:24;15,3
19/09/2024 9:00;5;0:18:24;16,7
19/09/2024 10:00;22;0:18:24;18,8
19/09/2024 11:00;19;0:18:24;20,8
19/09/2024 12:00;19;0:18:24;22,5
19/09/2024 13:00;27;0:18:24;23,3
19/09/2024 14:00;38;0:18:24;23,8
19/09/2024 15:00;40;0:18:24;24,2
19/09/2024 16:00;27;0:18:24;24,1
19/09/2024 17:00;22;0:18:24;23,5
19/09/2024 18:00;8;0:18:24;22,4
19/09/2024 19:00;0;0:18:24;21,1
19/09/2024 20:00;0;0:18:24;19,3
19/09/2024 21:00;0;0:18:24;18,4
19/09/2024 22:00;0;0:18:24;17,6
19/09/2024 23:00;0;0:18:24;16,6
20/09/2024 0:00;0;0:15:53;15,9
20/09/2024 1:00;0;0:15:53;15,3
20/09/2024 2:00;0;0:15:53;14,8
20/09/2024 3:00;0;0:15:53;14,5
20/09/2024 4:00;0;0:15:53;14,1
20/09/2024 5:00;0;0:15:53;13,9
20/09/2024 6:00;0;0:15:53;13,5
20/09/2024 7:00;0;0:15:53;13,2
20/09/2024 8:00;0;0:15:53;13,8
20/09/2024 9:00;4;0:15:53;15,2
20/09/2024 10:00;17;0:15:53;17,5
20/09/2024 11:00;39;0:15:53;19,6
20/09/2024 12:00;38;0:15:53;20,8
20/09/2024 13:00;51;0:15:53;22,5
20/09/2024 14:00;42;0:15:53;23,1
20/09/2024 15:00;31;0:15:53;23,5
20/09/2024 16:00;38;0:15:53;23,5
20/09/2024 17:00;36;0:15:53;23,4
20/09/2024 18:00;4;0:15:53;22,6
20/09/2024 19:00;0;0:15:53;20,7
20/09/2024 20:00;0;0:15:53;19
20/09/2024 21:00;0;0:15:53;18
20/09/2024 22:00;0;0:15:53;17,2
20/09/2024 23:00;0;0:15:53;16,2
21/09/2024 0:00;0;0:17:53;15,3
21/09/2024 1:00;0;0:17:53;14,7
21/09/2024 2:00;0;0:17:53;13,8
21/09/2024 3:00;0;0:17:53;13,5
21/09/2024 4:00;0;0:17:53;12,9
21/09/2024 5:00;0;0:17:53;13
21/09/2024 6:00;0;0:17:53;12,5
21/09/2024 7:00;0;0:17:53;12
21/09/2024 8:00;0;0:17:53;13,3
21/09/2024 9:00;3;0:17:53;16
21/09/2024 10:00;34;0:17:53;18,7
21/09/2024 11:00;61;0:17:53;21,8
21/09/2024 12:00;78;0:17:53;23,1
21/09/2024 13:00;103;0:17:53;23,7
21/09/2024 14:00;98;0:17:53;24,6
21/09/2024 15:00;130;0:17:53;24,8
21/09/2024 16:00;131;0:17:53;25
21/09/2024 17:00;59;0:17:53;24,6
21/09/2024 18:00;5;0:17:53;23,7
21/09/2024 19:00;0;0:17:53;20,9
21/09/2024 20:00;0;0:17:53;19,3
21/09/2024 21:00;0;0:17:53;17,8
21/09/2024 22:00;0;0:17:53;17,2
21/09/2024 23:00;0;0:17:53;17,1
22/09/2024 0:00;0;0:13:12;16,1
22/09/2024 1:00;0;0:13:12;15,4
22/09/2024 2:00;0;0:13:12;15
22/09/2024 3:00;0;0:13:12;14,4
22/09/2024 4:00;0;0:13:12;14,1
22/09/2024 5:00;0;0:13:12;14,2
22/09/2024 6:00;0;0:13:12;14
22/09/2024 7:00;0;0:13:12;14,5
22/09/2024 8:00;0;0:13:12;14,9
22/09/2024 9:00;0;0:13:12;16,7
22/09/2024 10:00;0;0:13:12;18,4
22/09/2024 11:00;2;0:13:12;19,5
22/09/2024 12:00;56;0:13:12;20,4
22/09/2024 13:00;54;0:13:12;20,5
22/09/2024 14:00;21;0:13:12;20,5
22/09/2024 15:00;33;0:13:12;20,7
22/09/2024 16:00;23;0:13:12;21,2
22/09/2024 17:00;37;0:13:12;21,2
